,symbol,Date,Open,High,Low,close,Adj close,Volume
0,ACN,2/3/2021,248.190002,250.110001,246.589996,248.369995,245.539291,2470400
1,ACN,2/4/2021,249.559998,253.029999,246.910004,253.009995,250.126404,1702200
2,ACN,2/5/2021,254.089996,255.75,252.160004,253.539993,250.650345,1497700
3,ACN,2/8/2021,253.919998,257.350006,253.759995,257.309998,254.377396,1508700
4,ACN,2/9/2021,256.309998,258.809998,255.610001,257.679993,254.743179,1542600
5,ACN,2/10/2021,258.019989,259.190002,255.860001,256.940002,254.011612,1428300
6,ACN,2/11/2021,258,259.98999,257.040009,258.970001,256.018463,1285300
7,ACN,2/12/2021,257.450012,258.589996,255.410004,257.470001,254.535583,1219200
8,ACN,2/16/2021,257.649994,259.48999,256.269989,257.049988,254.120331,1606700
9,ACN,2/17/2021,256.649994,261.609985,255.770004,258.779999,255.830643,1881000
10,ACN,2/18/2021,255.589996,258.100006,254.699997,257.630005,254.693756,1664300
11,ACN,2/19/2021,258.459991,258.5,254.160004,254.289993,251.391815,2038400
12,ACN,2/22/2021,252.690002,254.169998,250.089996,252.630005,249.750748,1476000
13,ACN,2/23/2021,251.559998,257.929993,250.589996,256.190002,253.270172,2191300
14,ACN,2/24/2021,253.210007,260.470001,252.820007,259.269989,256.315063,2476300
15,ACN,2/25/2021,258.980011,259.109985,252.580002,253.779999,250.887634,2157700
16,ACN,2/26/2021,255.240005,255.850006,249.809998,250.899994,248.040451,2712800
17,ACN,3/1/2021,254,259.799988,254,258.160004,255.217712,1954700
18,ACN,3/2/2021,258.160004,261.119995,257.109985,259.230011,256.275513,2099800
19,ACN,3/3/2021,259.899994,260,254.050003,254.179993,251.283051,2114400
20,ACN,3/4/2021,252.830002,254.639999,245.169998,247,244.184906,2590400
21,ACN,3/5/2021,249.240005,250.679993,244.440002,249.509995,246.666275,3236500
22,ACN,3/8/2021,254.600006,255.789993,249.229996,249.389999,246.547668,2856100
23,ACN,3/9/2021,252.520004,257.459991,251.639999,254.369995,251.470901,2729200
24,ACN,3/10/2021,256.290009,258.23999,254.610001,257.140015,254.209351,2046000
25,ACN,3/11/2021,260,268.109985,260,266.369995,263.334137,2972000
26,ACN,3/12/2021,264.980011,266.25,262.700012,264.950012,261.930328,1828600
27,ACN,3/15/2021,263.690002,266.589996,263.480011,266.26001,263.225433,2295700
28,ACN,3/16/2021,267.220001,267.26001,263.100006,263.519989,260.516602,2185600
29,ACN,3/17/2021,263.529999,266.279999,261.630005,264.269989,261.258026,2626500
30,ACN,3/18/2021,267.220001,271.51001,264.079987,266.890015,263.848267,4089900
31,ACN,3/19/2021,266.350006,269.109985,261.130005,263.779999,260.773651,4460500
32,ACN,3/22/2021,263.149994,265.929993,262.350006,265.200012,262.17746,2295700
33,ACN,3/23/2021,265.5,267.130005,264.369995,266.029999,262.998016,2160300
34,ACN,3/24/2021,265.920013,269.790009,265.700012,267.549988,264.500702,2160600
35,ACN,3/25/2021,266.179993,269.5,265.809998,268.609985,265.548615,1714700
36,ACN,3/26/2021,268.48999,281.299988,268.48999,280.769989,277.570007,3171900
37,ACN,3/29/2021,278.220001,281.290009,277.73999,279.540009,276.354034,2398700
38,ACN,3/30/2021,279.790009,280.079987,276.519989,278.549988,275.375336,1763100
39,ACN,3/31/2021,278.5,279.269989,276.100006,276.25,273.101532,2375800
40,ACN,4/1/2021,278.619995,278.779999,276.070007,278.339996,275.167694,2301900
41,ACN,4/5/2021,279.01001,282.690002,278.799988,281.130005,277.925934,2631300
42,ACN,4/6/2021,281.429993,283.049988,279.649994,281.630005,278.420197,1786600
43,ACN,4/7/2021,281.970001,283.630005,281.100006,282.570007,279.349487,2736300
44,ACN,4/8/2021,284.119995,285.350006,283.230011,284.420013,281.178406,1600600
45,ACN,4/9/2021,285,287.820007,283.600006,287.709991,284.430908,1787800
46,ACN,4/12/2021,285.970001,288.100006,285.140015,287.540009,284.262909,1437500
47,ACN,4/13/2021,286.600006,287.059998,284.079987,285.220001,281.969299,2228000
48,ACN,4/14/2021,284.380005,286.799988,283.079987,284.440002,282.068451,1903500
49,ACN,4/15/2021,286.26001,287.179993,284.410004,285.149994,282.772552,2047500
50,ACN,4/16/2021,285.160004,287.459991,285.01001,286.959991,284.567444,2625500
51,ACN,4/19/2021,287.100006,287.230011,284.910004,286.540009,284.15097,1437100
52,ACN,4/20/2021,285.929993,288.899994,285.76001,288.600006,286.193787,1889800
53,ACN,4/21/2021,289.670013,291.149994,287.790009,290.720001,288.296112,1585900
54,ACN,4/22/2021,290.98999,293.279999,289.149994,290.160004,287.740784,1460400
55,ACN,4/23/2021,290.190002,292.890015,289.700012,291.73999,289.307587,1505300
56,ACN,4/26/2021,291.600006,292.369995,288.839996,289.519989,287.10611,1420700
57,ACN,4/27/2021,290.070007,290.890015,288.070007,290.25,287.830048,1270900
58,ACN,4/28/2021,290.720001,291.450012,289.820007,290.269989,287.849854,1159900
59,ACN,4/29/2021,292.079987,293.279999,290.600006,292.540009,290.100952,1247800
60,ACN,4/30/2021,290.769989,290.920013,288.359985,289.970001,287.552338,1969200
61,ACN,5/3/2021,292.929993,293.420013,291.369995,292.170013,289.734039,1300400
62,ACN,5/4/2021,290.890015,291.940002,289.149994,291.600006,289.168793,1810700
63,ACN,5/5/2021,292.339996,292.829987,289.119995,289.519989,287.10611,1553800
64,ACN,5/6/2021,289.480011,291.179993,287.609985,291.160004,288.732452,1863200
65,ACN,5/7/2021,292.200012,294.089996,291.040009,291.529999,289.099365,1394200
66,ACN,5/10/2021,290.619995,294.100006,290.190002,290.609985,288.187012,1620700
67,ACN,5/11/2021,288.440002,288.459991,284.570007,287.950012,285.549225,1541700
68,ACN,5/12/2021,285.230011,285.309998,279.140015,279.390015,277.060577,2116600
69,ACN,5/13/2021,281.119995,287.25,281.119995,285.320007,282.941132,1698200
70,ACN,5/14/2021,286.859985,294.5,286.619995,288.200012,285.79715,1285600
71,ACN,5/17/2021,287.640015,288.549988,286.100006,287,284.607117,1500000
72,ACN,5/18/2021,285.809998,286.700012,282.820007,283.01001,280.650391,1438400
73,ACN,5/19/2021,279.929993,281.070007,276.880005,280.970001,278.627411,1625200
74,ACN,5/20/2021,281.700012,285.130005,281.579987,283.950012,281.582581,2094700
75,ACN,5/21/2021,285,287.140015,282.670013,283.380005,281.017303,2210200
76,ACN,5/24/2021,285.200012,286.040009,284.209991,284.850006,282.475067,1231300
77,ACN,5/25/2021,285.799988,286.200012,283.609985,285.98999,283.60553,1761300
78,ACN,5/26/2021,285.899994,286.829987,283.329987,283.950012,281.582581,1873200
79,ACN,5/27/2021,284.170013,285.279999,279.149994,280.049988,277.715027,7166300
80,ACN,5/28/2021,282.549988,284.920013,282.100006,282.160004,279.807495,2005700
81,ACN,6/1/2021,285.579987,285.579987,280.609985,280.880005,278.538147,1670800
82,ACN,6/2/2021,281.049988,283.119995,281.049988,281.799988,279.4505,2089800
83,ACN,6/3/2021,280,280.790009,277.380005,279.630005,277.298584,1540600
84,ACN,6/4/2021,281.320007,283.440002,281.179993,283.170013,280.809082,1146200
85,ACN,6/7/2021,283.170013,284.25,281.059998,282.190002,279.83725,1404000
86,ACN,6/8/2021,282,283.480011,280.920013,281.450012,279.103394,1321400
87,ACN,6/9/2021,283.100006,283.269989,281.540009,282.109985,279.757843,1166500
88,ACN,6/10/2021,283.529999,284.709991,282.779999,284.220001,281.850311,2007200
89,ACN,6/11/2021,285,285.570007,283.940002,285.279999,282.901489,1473100
90,ACN,6/14/2021,285.73999,285.839996,283.179993,285.709991,283.32785,1672400
91,ACN,6/15/2021,286.850006,287.950012,285.369995,286.190002,283.803894,1408200
92,ACN,6/16/2021,287.480011,287.480011,283.029999,283.940002,281.572632,2350600
93,ACN,6/17/2021,282.5,285.429993,282.5,284.769989,282.395691,1872100
94,ACN,6/18/2021,282.839996,284,280.799988,281.25,278.90506,3134000
95,ACN,6/21/2021,283.959991,287.5,282.01001,285.559998,283.179138,1959400
96,ACN,6/22/2021,285.76001,286.619995,283.709991,285.660004,283.27829,2019800
97,ACN,6/23/2021,287.75,288.399994,285.589996,285.700012,283.317963,2161300
98,ACN,6/24/2021,297.230011,297.799988,289.549988,291.559998,289.12912,3003900
99,ACN,6/25/2021,292.329987,295.220001,290.420013,294.660004,292.203247,4233600
100,ACN,6/28/2021,294.440002,295.869995,292.5,293.899994,291.449585,1662400
101,ACN,6/29/2021,294.790009,297.649994,294.600006,296.429993,293.958496,2060700
102,ACN,6/30/2021,295.98999,296.98999,293.790009,294.790009,292.332184,1595300
103,ACN,7/1/2021,295.480011,300.059998,295,300,297.498718,3104100
104,ACN,7/2/2021,300,305.170013,300,304.839996,302.29837,2280100
105,ACN,7/6/2021,304.859985,306.850006,301.690002,305.399994,302.853699,1856200
106,ACN,7/7/2021,305.820007,309.790009,305.200012,309.609985,307.028595,1889900
107,ACN,7/8/2021,305.029999,309.23999,302.660004,309.149994,306.572449,1867700
108,ACN,7/9/2021,310.600006,316.220001,310.179993,312.619995,310.013519,2054000
109,ACN,7/12/2021,311.839996,312.179993,310.730011,311.570007,308.97226,1456900
110,ACN,7/13/2021,311.209991,313.910004,310.049988,312.630005,310.023438,1570600
111,ACN,7/14/2021,313.049988,315.519989,312.529999,314.390015,312.648804,1743800
112,ACN,7/15/2021,313.880005,315.48999,313.299988,314.940002,313.19577,1927800
113,ACN,7/16/2021,317.119995,317.119995,311.299988,311.910004,310.182556,2666100
114,ACN,7/19/2021,308,309.790009,306.26001,309.179993,307.467651,1851600
115,ACN,7/20/2021,310,314.170013,308.98999,312.059998,310.331696,1448700
116,ACN,7/21/2021,312.609985,314.049988,311.950012,313.769989,312.032257,1180300
117,ACN,7/22/2021,314.769989,315,312.769989,314.26001,312.519531,1274800
118,ACN,7/23/2021,316,318.799988,315.540009,318.649994,316.885193,1221000
119,ACN,7/26/2021,318.799988,319.73999,316.850006,318.980011,317.213379,1345800
120,ACN,7/27/2021,317.880005,320.100006,315.809998,319.890015,318.118378,1641000
121,ACN,7/28/2021,320.850006,321,316.119995,316.309998,314.558167,2006300
122,ACN,7/29/2021,317.820007,319.140015,316.130005,318.350006,316.586884,1863800
123,ACN,7/30/2021,317.709991,319.179993,316.899994,317.679993,315.920563,2305400
124,ACN,8/2/2021,319.269989,319.48999,315.5,316.079987,314.329407,1507200
125,ACN,8/3/2021,317.769989,319.600006,315.5,318.519989,316.75592,1979600
126,ACN,8/4/2021,318.019989,319.190002,315.850006,316.769989,315.015625,1448300
127,ACN,8/5/2021,317.910004,320.559998,317.040009,320.309998,318.536011,1952400
128,ACN,8/6/2021,321,322.369995,318.5,321.829987,320.047607,1392600
129,ACN,8/9/2021,322.01001,322.26001,319.380005,319.519989,317.750397,1225100
130,ACN,8/10/2021,319.970001,322.059998,319.059998,320.179993,318.406738,918900
131,ACN,8/11/2021,320.619995,320.859985,317.079987,319.790009,318.018921,1841600
132,ACN,8/12/2021,319.700012,321.829987,318.640015,321.76001,319.978027,910900
133,ACN,8/13/2021,322.190002,324.040009,321.579987,323.450012,321.658661,970300
134,ACN,8/16/2021,324,328.5,323.140015,328.25,326.432037,1781000
135,ACN,8/17/2021,327.600006,329.950012,326.769989,329.299988,327.476227,1531700
136,ACN,8/18/2021,327.369995,329.179993,324.380005,324.549988,322.752533,1636800
137,ACN,8/19/2021,322.809998,329,322.450012,328.25,326.432037,1294200
138,ACN,8/20/2021,329.809998,333.549988,328.329987,332.649994,330.807678,1726800
139,ACN,8/23/2021,334.23999,334.880005,332.730011,332.920013,331.076202,2017900
140,ACN,8/24/2021,333.140015,334,330.75,330.910004,329.077332,1451300
141,ACN,8/25/2021,331.940002,334.589996,331.130005,333.440002,331.593323,1613600
142,ACN,8/26/2021,334.470001,334.470001,331.23999,333.230011,331.384491,1702300
143,ACN,8/27/2021,334.089996,335.910004,333.350006,335.660004,333.800995,1126200
144,ACN,8/30/2021,335,338.649994,332.920013,337,335.133575,973800
145,ACN,8/31/2021,337.200012,337.410004,335.100006,336.559998,334.696014,1641300
146,ACN,9/1/2021,337.450012,339.029999,336.660004,337.899994,336.028595,1621100
147,ACN,9/2/2021,338.459991,342.049988,338.25,341,339.11142,1600500
148,ACN,9/3/2021,341,344.079987,340.109985,343.329987,341.428497,1566100
149,ACN,9/7/2021,343.329987,344.429993,340.209991,341.48999,339.598724,1380700
150,ACN,9/8/2021,340.839996,342.269989,339.720001,340.320007,338.435211,1392800
151,ACN,9/9/2021,341.459991,342.549988,339.899994,341.100006,339.210907,1668200
152,ACN,9/10/2021,343.5,345.519989,341.5,341.920013,340.026337,1725200
153,ACN,9/13/2021,345,345.470001,335.869995,339.440002,337.560089,1854200
154,ACN,9/14/2021,341.059998,343.26001,340,340.720001,338.832977,1758800
155,ACN,9/15/2021,340.23999,345.5,339.829987,344.429993,342.52243,1657200
156,ACN,9/16/2021,344.640015,345,340.220001,342.230011,340.334625,2252700
157,ACN,9/17/2021,340.029999,341.519989,334.570007,335.399994,333.54245,4455100
158,ACN,9/20/2021,331.100006,334.920013,328.230011,332.290009,330.449677,2650200
159,ACN,9/21/2021,333.790009,335.459991,330.869995,331.149994,329.315979,2820300
160,ACN,9/22/2021,335.450012,336.809998,333.140015,334.660004,332.806549,2441100
161,ACN,9/23/2021,337.619995,344.73999,337.130005,343,341.100342,4543400
162,ACN,9/24/2021,340.679993,342.880005,337.720001,339.230011,337.351257,2035900
163,ACN,9/27/2021,337.519989,337.720001,333.079987,334.51001,332.657379,2025300
164,ACN,9/28/2021,331.559998,332.019989,323.859985,324.209991,322.414429,2300500
165,ACN,9/29/2021,326.299988,326.410004,323.070007,323.529999,321.73819,1741300
166,ACN,9/30/2021,324.48999,325.890015,318.299988,319.920013,318.148193,2382100
167,ACN,10/1/2021,323.369995,326.890015,319.589996,324.859985,323.060822,1802300
168,ACN,10/4/2021,323.399994,324.320007,316.01001,319.48999,317.720551,1774500
169,ACN,10/5/2021,320.959991,327.329987,320.809998,325.119995,323.319397,1628800
170,ACN,10/6/2021,323.109985,325.339996,320.51001,325.190002,323.389008,2166400
171,ACN,10/7/2021,328,329.529999,325.799988,326.25,324.443115,1188400
172,ACN,10/8/2021,326.73999,327.630005,324.540009,325.190002,323.389008,1229800
173,ACN,10/11/2021,324.730011,328.730011,324.51001,326.5,324.691742,1475900
174,ACN,10/12/2021,328.109985,329.399994,327.190002,327.690002,325.875153,2054600
175,ACN,10/13/2021,328.25,331.549988,325.859985,330.179993,329.326172,1768500
176,ACN,10/14/2021,333.140015,339.269989,332.019989,339.040009,338.1633,1638400
177,ACN,10/15/2021,341.179993,341.910004,339.200012,341.820007,340.936096,2074000
178,ACN,10/18/2021,341.600006,344.23999,340.649994,343.179993,342.292572,1636800
179,ACN,10/19/2021,345,350.76001,344.48999,349.73999,348.835602,2177800
180,ACN,10/20/2021,350,350.440002,345.570007,345.799988,344.905792,1740100
181,ACN,10/21/2021,345.799988,347.5,344.720001,347.119995,346.222382,1520200
182,ACN,10/22/2021,348.25,355.350006,348.25,353.790009,352.875153,1459400
183,ACN,10/25/2021,353.269989,357.160004,351.480011,356.440002,355.51828,1523800
184,ACN,10/26/2021,356.98999,359.309998,356.269989,356.339996,355.418549,1547700
185,ACN,10/27/2021,355.019989,356.920013,353.790009,354.049988,353.13446,1567700
186,ACN,10/28/2021,355.440002,358.420013,354.73999,356.320007,355.39859,1500600
187,ACN,10/29/2021,354.579987,359.619995,354.100006,358.790009,357.862213,1936400
188,ACN,11/1/2021,358.829987,359.880005,352.100006,355.320007,354.401184,1600200
189,ACN,11/2/2021,357.040009,363.23999,356.589996,361.5,360.565216,2204300
190,ACN,11/3/2021,360.940002,362.5,354.390015,362.100006,361.163666,1727500
191,ACN,11/4/2021,362.940002,366.920013,361.470001,366.799988,365.851471,1979200
192,ACN,11/5/2021,368.850006,372.119995,366.959991,368.459991,367.507202,2110600
193,ACN,11/8/2021,370,370.660004,366.119995,366.929993,365.98114,1731600
194,ACN,11/9/2021,366.630005,367.779999,364.769989,367.470001,366.519775,1865700
195,ACN,11/10/2021,364.970001,367.320007,362.679993,364.73999,363.796814,1352400
196,ACN,11/11/2021,365.579987,367.160004,364.25,366.209991,365.263,1184300
197,ACN,11/12/2021,368,371.609985,366.369995,371.230011,370.27005,1802100
198,ACN,11/15/2021,371.769989,372.119995,368.059998,368.450012,367.497253,1957400
199,ACN,11/16/2021,367.299988,373.109985,367.019989,371.160004,370.200226,2041600
200,ACN,11/17/2021,371.549988,374.920013,369.570007,372.779999,371.81604,2254600
201,ACN,11/18/2021,371.320007,372.75,369.279999,370.779999,369.821198,2555900
202,ACN,11/19/2021,371.950012,374.700012,369.670013,369.790009,368.833771,2554000
203,ACN,11/22/2021,371.420013,372.700012,363.079987,363.299988,362.360535,2098400
204,ACN,11/23/2021,362.450012,363.570007,357.25,360.700012,359.767273,1998600
205,ACN,11/24/2021,359.230011,362.929993,358.700012,362.369995,361.432953,2191500
206,ACN,11/26/2021,361.170013,361.839996,352.700012,353.600006,352.685638,2649400
207,ACN,11/29/2021,359.140015,369.529999,359.140015,365.820007,364.874023,2857100
208,ACN,11/30/2021,361.670013,365.049988,357.290009,357.399994,356.4758,4761200
209,ACN,12/1/2021,365.269989,369.579987,359.950012,360.140015,359.20874,2876800
210,ACN,12/2/2021,359.709991,368.890015,359.709991,365.299988,364.355377,3183100
211,ACN,12/3/2021,369.410004,370.76001,357.339996,361.420013,360.485413,2331900
212,ACN,12/6/2021,361.98999,365.399994,358.089996,362.230011,361.293335,2100200
213,ACN,12/7/2021,370,373.140015,365.980011,371.339996,370.379761,1943800
214,ACN,12/8/2021,371.940002,374.859985,369.649994,374.529999,373.561493,2271000
215,ACN,12/9/2021,372.799988,373.880005,370.579987,371.450012,370.489471,1841400
216,ACN,12/10/2021,374.220001,379.929993,373,379.440002,378.458801,1984000
217,ACN,12/13/2021,379.440002,381.149994,377.26001,377.720001,376.743256,2843900
218,ACN,12/14/2021,374.380005,375.779999,366.51001,369.730011,368.773926,2475200
219,ACN,12/15/2021,370.209991,375.880005,367.290009,375.299988,374.329498,2804900
220,ACN,12/16/2021,413.070007,413.649994,399.019989,400.600006,399.564087,6298500
221,ACN,12/17/2021,396.359985,404.609985,391.320007,396.23999,395.215363,4929100
222,ACN,12/20/2021,390.880005,391.429993,383.519989,385.779999,384.78241,2690800
223,ACN,12/21/2021,388,393.149994,384.850006,392.890015,391.874054,2222400
224,ACN,12/22/2021,393.23999,403.75,393.209991,403.690002,402.646118,2282400
225,ACN,12/23/2021,402.299988,406.850006,400.959991,403.309998,402.26709,1374000
226,ACN,12/27/2021,406.76001,415.950012,406.339996,415.329987,414.255981,1906300
227,ACN,12/28/2021,415,417.149994,413.679993,415.269989,414.196136,1362600
228,ACN,12/29/2021,414.820007,417.369995,412.700012,415.420013,414.345795,1041700
229,ACN,12/30/2021,416.26001,416.660004,411.880005,413.829987,412.759857,1278000
230,ACN,12/31/2021,412.700012,416.950012,412.109985,414.549988,413.477997,1163200
231,ACN,1/3/2022,414.660004,415.529999,405.040009,407.209991,406.156982,2129900
232,ACN,1/4/2022,408.809998,411.369995,403.200012,404.299988,403.254517,2516300
233,ACN,1/5/2022,403.929993,403.970001,397.100006,397.179993,396.152924,2471400
234,ACN,1/6/2022,384.690002,392.200012,375.76001,378,377.022522,4386600
235,ACN,1/7/2022,379.089996,379.98999,370.140015,370.75,369.79129,3468700
236,ACN,1/10/2022,363.420013,373.369995,360.220001,373,372.035461,2952400
237,ACN,1/11/2022,369.51001,375.779999,363.859985,375.109985,374.139984,2407000
238,ACN,1/12/2022,377.850006,383.440002,376.619995,377.190002,377.190002,3143400
239,ACN,1/13/2022,378.220001,379.279999,360.76001,361.369995,361.369995,2944100
240,ACN,1/14/2022,357.040009,359.380005,349.720001,353.359985,353.359985,3949500
241,ACN,1/18/2022,348.609985,351.019989,344.970001,348.279999,348.279999,3425600
242,ACN,1/19/2022,351,356.070007,343.5,343.73999,343.73999,3374700
243,ACN,1/20/2022,345.450012,355.940002,342.040009,342.690002,342.690002,2817300
244,ACN,1/21/2022,341.390015,344.079987,335.25,335.630005,335.630005,2830700
245,ACN,1/24/2022,328.299988,339.579987,319.100006,339,339,4544500
246,ACN,1/25/2022,331.910004,339.690002,327.209991,334.950012,334.950012,3625400
247,ACN,1/26/2022,341.420013,343.959991,328.049988,329.890015,329.890015,4422200
248,ACN,1/27/2022,337.529999,341.730011,331.01001,333.359985,333.359985,2778000
249,ACN,1/28/2022,333.899994,343.059998,327.170013,342.850006,342.850006,2457400
250,ACN,1/31/2022,345,353.700012,343.540009,353.579987,353.579987,3159300
251,ACN,2/1/2022,354.220001,356.700012,348.880005,353.420013,353.420013,2087200
252,ACN,2/2/2022,354.399994,360.100006,353.51001,359.470001,359.470001,2603200
